,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
2349,60.0,53.0,9791167740694,역설계,론 프리드먼/이수경,어크로스,동경 대상 체계 분해 비밀 통찰 즉 성공 패턴 발견 역설계 접근 비즈니스 전략 비즈니스 거인 문학계 거장 스포츠 팀 역설계 이용 정보 수집 트렌드 파악 기술 습득 정상 자리 심리학자 행동 변화 전문가 론 프리드 스토리텔링 신경과학 진화생물학 동기 스포츠 심리학 구결 바탕 비결 공개 형편 모방 휘 티 브로 거듭 만년 경선 후보 청중 연설 이름 당대 정치가 역설계 무기 갈고 전략 만날,자기계발,10,"[(10, 0.2699025869369507), (12, 0.22427724301815033), (5, 0.17399516701698303), (15, 0.10282913595438004)]",유튜브 음악 기업 채널 클래식
2350,43.0,31.3,9791167763204,때로는 행복 대신 불행을 택하기도 한다,김진명,이타북스,누적 김진명 신작 김진명 경험 엮어낸 필생 숙제 고구려 집필 앞서 이유 사람 반드시 전하 고자 성공 집착 실패 나름 철학 행복 불행 짐승 벌레 본능 기적 본능 극복 이기 이타 삶 숙제 숙제 란 삶 의미 가치 거 반드시 행복 추구 불행 의미 돼지 소크라테스 낫다 거,에세이,5,"[(5, 0.5636011362075806), (4, 0.17930267751216888), (12, 0.11065515875816345), (9, 0.05942133069038391)]",인생 마음 감정 위로 경험
2351,52.0,27.7,9791167780430,식객 허영만의 백반기행 3,허영만/TV조선 〈식객 허영만의 백반기행〉 제작팀,가디언,식객 허영 기행 컴백 만화 식객 허영만 식도락 아이콘 음식 재료 지식 맛 추구 입맛 덕 허영 음식점 라면 사람 방문 축적 노하우 집합 식객 허영 기행 식객 맛집 사람 열띤 호응 여행 부문 맛집 가이드 허영 식객 허영 기행,건강 취미,13,"[(13, 0.506819486618042), (14, 0.12807458639144897), (12, 0.10703868418931961), (15, 0.09902278333902359)]",도시 서울 길 여행 음식
2352,57.0,46.2,9791167780447,식객 허영만의 백반기행 1-3 세트,TV조선 〈식객 허영만의 백반기행〉 제작팀/허영만,가디언,어머니 손맛 백반 여정 집합 식객 허영 맛집 휴가 철 음식점 고민 끝 미식 혜성 등장 식객 허영 기행 음식 만화 식객 그린 허영 맛집 사람 국내 맛집 행 필수 서로 자리 한층 업그레이드 식객 허영 기행 식객 허영 기행 식객 허영 기행 세트 만화가 허영 전국 돌 맛집 볼 하나로 세트 식객 그동안 방문 식당 베스트 오브 베스트 식당 확인 휴가 철 국내 맛집 여행 계획 사람 라면,건강 취미,13,"[(13, 0.46239879727363586), (14, 0.2809726595878601), (2, 0.08504386246204376), (9, 0.07180606573820114)]",도시 서울 길 여행 음식
2353,54.0,48.5,9791167780508,어른 공부,양순자/박용인,가디언,연습 연습 하라 사형수 삶 가치 어른 공부 인생 나이 미덕 대답 교과서 직접 경험 인생 사형수 교화 위원 활동 암 선고 죽음 인정 삶 가치 훗날 기억 구체 마음 계산 안경 끼 보기 돈 보험 삶 현실 뿌리 지혜 전하 군상 아픔 삶 자세 용기 희망,에세이,5,"[(5, 0.6234161853790283), (9, 0.1316143125295639), (0, 0.12612342834472656), (15, 0.05259256064891815)]",인생 마음 감정 위로 경험
2354,25.0,25.0,9791167790651,이방인 2,선명,YOUNGCOM(영컴),검사 불행 불행 소년 바닥 남자 연우 정의 세계 지호 아버지 오백 빚 지고 남자 돈 주지 우정 기세 다음 주 보태 오백 돈 우정 불행 지호 혼자 해결 방법 문득 터 만난 주혁 팁 백만 원도 벌 청담동 술집 지체 지호 명함 기억 의지,소설/시/희곡,5,"[(5, 0.44319432973861694), (15, 0.20563656091690063), (6, 0.117278553545475), (11, 0.09324809163808823)]",인생 마음 감정 위로 경험
2355,47.0,47.0,9791167790903,만추 여관 1,박영,YOUNGCOM(영컴),수십 계단 상상 일주일 감나무 아래 운명 마주 무정 동네 살해 사건 중심 이서 동네 사람 폭력 시선 그녀 친부 주장 사람 보통 사람 훗날 죽지 이서 죽음 결심 원흉 살인자 아버지 김산 주 욕 호수 남자 그녀 운동화 끈 다리 표정 눈매 눈동자 심 이서 정윤서 삶 간다 십수 뒤 요새 서리 범죄 절대 눈동자 주인 국 만추 여관 감나무 아래 마주,소설/시/희곡,5,"[(5, 0.27705129981040955), (3, 0.20447400212287903), (9, 0.1869109869003296), (15, 0.11495545506477356)]",인생 마음 감정 위로 경험
2356,66.0,66.0,9791167790910,만추 여관 2,박영,YOUNGCOM(영컴),아픔 오지랖 거 일주일 감나무 아래 운명 쥐 일곱 무정 호수 이서 목숨 국 오지랖 이서 상처 호수 사과 마디 전하 무정 십수 뒤 그날 후회 실수 마음 국 시야 어른 그녀 모습 귀 끝 머리칼 귀걸이 입술 만추 여관 감나무 아래 절대 아이 정윤서 마주,소설/시/희곡,5,"[(5, 0.35681915283203125), (4, 0.29149001836776733), (9, 0.125559002161026), (3, 0.11938697844743729)]",인생 마음 감정 위로 경험
2357,30.0,30.0,9791167790996,이방인 3 + 북케이스 + 아크릴스탠드 세트,선명,YOUNGCOM(영컴),검사 난 서로 이방 사람 서로 지호 우정 이사도 제주도 여행 지호 도착 우편물 잠시 병무청 것임 확인 지호 머릿속 우정 곁 지호 우편물 표정 우정 의미 심장,소설/시/희곡,9,"[(9, 0.3068145513534546), (4, 0.2953902781009674), (5, 0.1154298484325409), (14, 0.09955953806638718)]",시작 방법 처음 생활 마음
2358,44.0,44.0,9791167791306,불우한 삶 1~4 북케이스 세트,백나라,YOUNGCOM(영컴),학교 옛적 수도원 모친 유배 기숙 학교 레이 몬드 누군가 사생아 골칫덩 자식 가문 눈엣 가시 외딴 시골 학교 레이 몬 네 명의 룸메이트 시몬 성격 보이 말수 조지 외모 왕족 출신 제롬 평화 순탄 학교생활 기점 시작,소설/시/희곡,5,"[(5, 0.258493572473526), (1, 0.1648838073015213), (12, 0.13733404874801636), (9, 0.1358933001756668)]",인생 마음 감정 위로 경험
2359,26.0,25.0,9791167820044,미국 서부 셀프트래블,조은정,상상출판,미국 서부 셀프 트래블 확 셀프 트래블 여행지 볼거리 먹거리 쇼핑 숍 숙소 스폿별 여행 정보 소개 해외여행 가이드북 시리즈 미국 서부 셀프 트래블 해외여행 가이드북 캐치프레이즈 아래 미국 서부 정보 전달 중점 해외여행 처음 사람 걱정 부담 핵심 정보 여기 최근 코로나 상황 대응 조금 안심 여행 출입국 정보 미국 서부 셀프 트래블 로스앤젤레스 샌디에이고 라스베이거스 샌프란시스코 시애틀 포틀랜드 여행 미국 여행 여행 노하우 미국 서부 풍경 사진 감상 여행 준비,건강 취미,14,"[(14, 0.9175333380699158), (11, 0.03257150575518608), (9, 0.019800620153546333), (12, 0.005769826006144285)]",여행 정보 여행지 제주 가이드북
2360,59.0,60.8,9791167820051,동유럽 셀프트래블,박정은/장은주,상상출판,동유럽 셀프 트래블 확 셀프 트래블 여행지 볼거리 먹거리 쇼핑 숍 숙소 스폿별 여행 정보 소개 해외여행 가이드북 시리즈 동유럽 셀프 트래블 해외여행 가이드북 캐치프레이즈 아래 동유럽 정보 전달 중점 해외여행 처음 사람 걱정 부담 핵심 정보 여기 최근 코로나 상황 대응 여행자 좀 안심 여행 확진 시 대응 방법 국가 마련 검사 소 정보 동유럽 셀프 트래블 체코 오스트리아 헝가리 크로아티아 슬로베니아 폴란드 루마니아 불가리아 개국 여행,건강 취미,14,"[(14, 0.8472099900245667), (9, 0.041615523397922516), (3, 0.03783693164587021), (11, 0.02183436043560505)]",여행 정보 여행지 제주 가이드북
2361,74.0,67.0,9791167820068,독일 셀프트래블,김주희,상상출판,셀프 트래블 여행지 볼거리 먹거리 쇼핑 숍 숙소 스폿별 여행 정보 소개 해외여행 가이드북 시리즈 독일 셀프 트래블 해외여행 가이드북 캐치프레이즈 아래 독일 정보 전달 중점 해외여행 처음 사람 걱정 부담 핵심 정보 여기 최근 코로나 상황 대응 여행자 좀 안심 여행 독일 입국 시 필요 사항 위급 상황 대처 정보 소개 독일 셀프 트래블 베를린 함부르크 프랑크푸르트 슈투트가르트 뮌헨 도시 독일 동북 부와 북부 라인강 주변 바덴뷔르템베르크 지역 바이에른 지역 여행,건강 취미,14,"[(14, 0.8639916181564331), (11, 0.05081750452518463), (9, 0.0370447002351284), (0, 0.01784474402666092)]",여행 정보 여행지 제주 가이드북
2362,41.0,56.7,9791167820303,오는 날이 장날입니다,김진영,상상출판,제철 시장 전국 각지 돌 경험 오일장 멋 맛 맛집 열풍 의치 맛 고집 사람 지난 식 재료 전문가 길 먹거리 연구 기획 김진영 시작 뉴코아 백화점 식품 구매 담당자 시작 친환경 유기농 라이프 초록 마을 먹거리 쇼핑 중심 플랫폼 쿠팡 식품 거치 식 재료 연구 장날 계절 전라도 경상도 강원도 제주도 돌 만난 시장 봄 겨울 남쪽 오일장 여름 가을 선선 북쪽 오일장 직접 경험 시장 맛 새삼 우리나라 시장 제철 맞이 준비,건강 취미,13,"[(13, 0.5447274446487427), (11, 0.10272493213415146), (10, 0.08433543145656586), (6, 0.08353628218173981)]",도시 서울 길 여행 음식
2363,18.0,36.3,9791167820334,네가 다시 제주였으면 좋겠어,리모 김현길,상상출판,소통 여행 리모 김현 길 한국인 섬 제주 온기 여행 여행 리모 김현 길이 네 제주 여행 조금 제주 제주 여행지 의미 대학생 틈 내내 제주 제주 애정 각별 시선 인지 서로 마주 제주 사진 영상 보편화 여행 고요한 호흡 이로 여행 미학 선물,에세이,14,"[(14, 0.45681965351104736), (5, 0.20111840963363647), (9, 0.20034745335578918), (4, 0.07486041635274887)]",여행 정보 여행지 제주 가이드북
2364,23.0,53.7,9791167820341,우리 궁궐 이야기,구완회,상상출판,궁궐 설명 궁궐 먼저 건물 궁궐 정보 집약 효율 전달 법궁 정전 행각 금천 내전 외전 한자어 옛말 아이 내용 당황 경험 부모 궁궐 사람 부모 궁궐 내용 먼저 이해 아이 설명 궁궐 여행 가이드북 궁궐 과거 현재 이야기책 부모 용 역사 참고서 만하,역사,13,"[(13, 0.2541823983192444), (8, 0.2261086404323578), (0, 0.14377185702323914), (5, 0.0949595719575882)]",도시 서울 길 여행 음식
2365,24.0,19.0,9791167820488,유럽에서 대한민국만세,송일국,상상출판,슈퍼맨 하차 민국 만세 랜선 이모 삼촌 마음 성장 추억 똘똘 민국 만세 생애 유럽 국민 둥이 민국 만세 유럽 여행기 슈퍼맨 하차 근황 네티즌 덕 검색 창 둥이 근황 둥이 최근 자동 완성 검색어 정도 슈퍼맨 축하 티저 영상 유튜브 공개 주일 회수 돌파 정도 관심 지금껏 송일국 인스타그램 계정 간간이 사진 둥이 갈증 해소 마음 방송 송아빠 소셜 미디어 계정 자꾸 들락날락 송일국 랜선 이모 삼촌 소식,에세이,9,"[(9, 0.24246211349964142), (10, 0.23686765134334564), (5, 0.12620727717876434), (14, 0.11850754916667938)]",시작 방법 처음 생활 마음
2366,41.0,36.0,9791167820518,가는 날이 제철입니다,김진영,상상출판,만큼 만큼 식 재료 지구 스무 바퀴 김진영 전하 먹거리 한국인 요리 만화 식객 허영만 화백 인정 식 재료 전문가 여기 어른 폼 방송 프로그램 이름 식품 김진영 지난 제철 먹거리 먹거리 전국 팔도 샅샅이 출장 주행 거리 해도 대략 환산 지구 스무 바퀴 거리 오직 식 재료 식 재료 먹거리 열정 남다름 허영만 화백 실제 음식 맛 좀 자부 본인 김진영 입 며 높이 산 바 제철 계절 전국 각지 오일장,건강 취미,13,"[(13, 0.6492964029312134), (9, 0.11923988163471222), (5, 0.08736307173967361), (2, 0.06746723502874374)]",도시 서울 길 여행 음식
2367,39.0,39.4,9791167820525,하와이 셀프 트래블,정꽃나래/정꽃보라,상상출판,하와이 가이드북 셀프 트래블 여행지 볼거리 먹거리 쇼핑 숍 숙소 스폿별 여행 정보 현지 가이드 소개 해외여행 가이드북 시리즈 하와이 셀프 트래블 해외여행 가이드북 캐치프레이즈 아래 여행 하와이 풍경 사진 지도 정보 문화 구성 고민 끝 무작정 정보 전달 하와이 여행 처음 사람 걱정 부담 여행 핵심 정보 하와이 셀프 트래블 여행 준비,건강 취미,14,"[(14, 0.9147099256515503), (13, 0.03804883360862732), (12, 0.007245694752782583), (5, 0.0071825082413852215)]",여행 정보 여행지 제주 가이드북
2368,35.0,35.0,9791167820600,좋은 걸 보면 네 생각이 나,청민/Peter,상상출판,폭 풍경 기억 마주 낯선 여행지 발견 가치 매번 애정 시선 삶 사람 청민 봄 사람 마음 걸 네 유년 시절 이십 낯선 여행지 여행 발견 가치 강릉 아침 별안간 차 바다 친구 마음 영국 잉글랜드 어른 마법 세계 엄마 고모 마음 깨 독일 드레스덴 학창 시절 경험 왕따 기억 친구 상처 때로는 때로는 방황 때로는 기도 폭 풍경,에세이,5,"[(5, 0.4521963894367218), (4, 0.19570191204547882), (9, 0.10362869501113892), (14, 0.0978904515504837)]",인생 마음 감정 위로 경험
2369,18.0,32.3,9791167820655,우리는 숲으로 여행 간다,안윤정/서은석,상상출판,핫 전국 숲 여행지 전국 자연휴양림 국립공원 야영장 숲체 엄선 시설 팬데믹 여행 갈증 갈수록 한정 감염병 미세먼지 위협 공기 숲속 산새 노래 여유 때로는 활동 체험 숲속 여행 계획 보기 추천 숲 여행 간다 전국 각지 자연휴양림 국립공원 야영장 숲체 치유 숲 정보 전국 숲 여행 이름 숲 전문가 부부 엄선 장소 발 취재 주목 발매 현재 시점 핫 인기 휴양림 정비 시설 정보,건강 취미,14,"[(14, 0.5299298763275146), (11, 0.19810110330581665), (4, 0.1608273684978485), (5, 0.04218265041708946)]",여행 정보 여행지 제주 가이드북
2370,52.0,54.0,9791167820662,제주는 잘 있습니다,엄지사진관,상상출판,시절 엄지 사진관 제주 한국인 섬 섬 제주 엄지 사진관 여행 생활자 엄지 사진관 감성 감각 사진 대중 마음 시선 여행 발견 제주 구석구석 사람 제주 애정 언제 더욱 이해 여행 여행 누군가 여행 사람 래서 제주 유독 여행 연결 따라서 제주 여행 사이 삶 얼마나,에세이,14,"[(14, 0.5180208683013916), (5, 0.24251434206962585), (9, 0.11259211599826813), (1, 0.07946718484163284)]",여행 정보 여행지 제주 가이드북
2371,69.0,63.2,9791167820679,북유럽 셀프 트래블,유진선,상상출판,북유럽 셀프 트래블 확 셀프 트래블 여행지 볼거리 먹거리 쇼핑 숍 숙소 스폿별 여행 정보 현지 가이드 소개 해외여행 가이드북 시리즈 북유럽 셀프 트래블 해외여행 가이드북 캐치프레이즈 북유럽 핫 관광지 음식점 정보 추가 미지 도시 북유럽 전달 중점 고민 끝 무작정 정보 전달 해외여행 처음 사람 걱정 부담 여행 핵심 정보 최근 몇 코로나 해외 여행 문 상황 마련 므 여행 준비 사람 염려 사실,건강 취미,14,"[(14, 0.8506444692611694), (9, 0.06736895442008972), (12, 0.05247114598751068), (5, 0.006072935648262501)]",여행 정보 여행지 제주 가이드북
2372,50.0,54.8,9791167820853,전국일주 가이드북,유철상/김충식/신지영/신지혜,상상출판,여행 전문가 추천 베스트 여행 코스 전국 일주 가이드 초판 지난 쇄 전국 일주 가이드북 더욱 볼거리 표지 명소 식당 스폿 정보 업데이트 어딘가 훌쩍 코로나 마음 전국 일주 가이드북 관광 공사 추천 언택트 관광지 선 비롯 우리나라 관광지 소개 그냥 지나 치기 지역별 핫 레이스 사진 찍기 카페나 베이커리 숙소 여행 정보 전국 일주 가이드북 명의 여행 전문가 자동차 여행 기준 코스 볼거리 소개 행서 동서남북 발 취재 만큼 정보 확인,건강 취미,14,"[(14, 0.7955156564712524), (9, 0.10261695832014084), (12, 0.06129148602485657), (2, 0.016239583492279053)]",여행 정보 여행지 제주 가이드북
